timestamp,latitude,longitude,pH,DO,turbidity,temperature,conductivity,nitrate,phosphate,bod,cod,event_type,pollution_level
2023-01-01 18:00:00,40.629583505592635,-73.76975784085828,7.95,7.4,2.77,11.29,373.47,4.07,0.04,0.21,4.75,festival,Good
2023-01-01 19:00:00,40.58736874205941,-73.72193658961928,6.04,4.65,2.21,15.14,585.08,0.39,0.48,6.81,1.82,normal,Good
2023-01-01 20:00:00,40.68355586841671,-73.74688701164148,5.15,6.67,2.18,14.78,520.09,1.91,0.39,1.61,8.93,normal,Good
2023-01-01 21:00:00,40.54184815819561,-73.79144399254841,7.5,5.11,0.35,15.85,677.34,0.92,0.46,0.42,13.58,normal,Good
2023-01-01 22:00:00,40.587643394560565,-73.52720875607818,6.76,4.42,2.04,13.14,610.18,3.19,0.21,1.68,4.09,normal,Good
2023-01-01 23:00:00,40.60990855298811,-73.79753306058333,6.83,7.12,0.49,19.08,512.24,1.84,0.4,6.31,2.12,normal,Good
2023-01-02 00:00:00,40.63682099526511,-73.57917535669887,6.75,8.24,1.65,20.53,611.65,3.17,0.95,0.09,0.2,heavy_rainfall,Good
2023-01-02 01:00:00,40.735552788417905,-73.75435563392415,7.19,5.92,0.19,10.2,625.36,3.86,0.13,1.5,16.21,normal,Good
2023-01-02 02:00:00,40.55990213464751,-73.52633111340012,6.4,6.18,5.83,9.03,363.12,4.86,0.4,0.29,4.75,normal,Good
2023-01-02 03:00:00,40.65427033152408,-73.53216121812304,8.18,4.79,0.04,11.02,615.97,10.89,0.47,1.18,17.52,normal,Good
2023-01-02 04:00:00,40.67772437065861,-73.60382965608922,5.82,6.51,8.41,15.24,544.59,1.93,0.07,2.13,9.75,festival,Good
2023-01-02 05:00:00,40.513935123816,-73.59832975505982,7.36,7.64,5.96,16.78,573.42,2.03,0.12,1.23,5.46,heavy_rainfall,Good
2023-01-02 06:00:00,40.68226345557043,-73.79839825740909,7.51,7.69,4.19,18.94,438.87,0.3,0.17,6.58,9.6,normal,Good
2023-01-02 07:00:00,40.55115723710619,-73.50453853016592,6.39,7.32,12.15,19.86,371.85,0.22,0.09,1.76,2.98,normal,Good
2023-01-02 08:00:00,40.51951547789558,-73.53665021892725,6.18,5.57,0.17,16.81,344.87,1.34,0.08,6.63,1.76,normal,Good
2023-01-02 09:00:00,40.784665661176,-73.53146813228098,7.81,5.52,3.08,16.15,100.0,2.37,0.1,0.75,1.31,normal,Good
2023-01-02 10:00:00,40.78968960992236,-73.60222663888474,6.21,7.69,5.68,23.24,393.6,0.57,0.11,0.04,19.93,normal,Good
2023-01-02 11:00:00,40.742519204434934,-73.69656392140364,6.51,7.72,0.41,15.03,865.89,0.79,0.06,0.34,10.91,normal,Good
2023-01-02 12:00:00,40.59138413075201,-73.53190540527285,7.71,6.24,2.64,17.95,623.36,2.41,0.13,0.15,22.01,heavy_rainfall,Good
2023-01-02 13:00:00,40.529301634201914,-73.71254492155464,7.03,5.86,1.5,16.6,547.77,0.48,0.3,2.69,11.54,normal,Good
2023-01-02 14:00:00,40.70526990795364,-73.63118653699733,5.56,8.25,1.72,14.13,644.16,1.47,0.2,0.42,3.91,normal,Good
2023-01-02 15:00:00,40.63204574812188,-73.77008070829683,8.4,5.96,7.31,14.17,461.0,1.55,0.1,2.83,22.24,normal,Good
2023-01-02 16:00:00,40.53661147045344,-73.52341331096018,6.58,7.62,2.32,21.61,441.21,4.98,0.03,1.54,7.09,normal,Good
2023-01-02 17:00:00,40.648553073033376,-73.75776886266863,6.68,6.29,0.29,14.55,456.46,1.03,0.35,0.49,21.88,heavy_rainfall,Good
2023-01-02 18:00:00,40.510316556334566,-73.73253095828088,7.2,4.93,8.3,13.24,389.6,0.47,0.14,1.9,1.9,normal,Good
2023-01-02 19:00:00,40.77279612062363,-73.63255975256153,7.5,8.92,0.61,11.31,401.94,0.38,0.71,0.02,3.73,heavy_rainfall,Good
2023-01-02 20:00:00,40.57763399448,-73.57077209993611,8.57,6.68,6.69,17.11,497.63,0.69,0.06,0.82,3.76,heavy_rainfall,Good
2023-01-02 21:00:00,40.69875668530619,-73.61419460821911,5.67,5.43,10.61,12.44,509.67,0.65,0.04,3.07,0.05,industrial_discharge,Good
2023-01-02 22:00:00,40.59351332282682,-73.73035982615995,7.66,4.41,6.31,16.66,698.93,2.77,0.0,2.77,9.42,normal,Good
2023-01-02 23:00:00,40.65602040635334,-73.79971708724175,7.59,4.56,3.39,15.89,653.7,1.8,0.02,3.13,18.26,normal,Good
2023-01-03 00:00:00,40.664013083802985,-73.57285482590777,6.89,5.94,4.08,12.86,277.17,2.29,0.1,1.77,20.02,heavy_rainfall,Good
2023-01-03 01:00:00,40.555456336657656,-73.50443780222668,7.63,9.39,3.61,8.02,455.83,1.99,0.04,1.7,12.76,heavy_rainfall,Good
2023-01-03 02:00:00,40.79087538832936,-73.55702606390817,7.75,5.62,1.85,9.85,334.16,1.31,0.01,1.05,2.35,normal,Good
2023-01-03 03:00:00,40.73253984700833,-73.66193801455302,5.89,8.67,0.96,10.64,108.75,5.27,0.05,5.93,3.89,normal,Good
2023-01-03 04:00:00,40.78184968246926,-73.52886982158027,8.4,6.3,1.01,9.98,513.09,3.4,0.26,5.97,3.22,festival,Good
2023-01-03 05:00:00,40.768448205128294,-73.67704569806449,5.75,4.73,3.94,17.28,586.58,0.47,0.27,0.02,4.77,normal,Good
2023-01-03 06:00:00,40.67936999364333,-73.64251977472696,6.09,5.79,2.95,25.65,510.7,1.1,0.03,6.55,4.87,normal,Good
2023-01-03 07:00:00,40.77656227050693,-73.6568610697813,6.79,4.58,2.64,12.45,565.54,0.68,0.55,4.09,17.7,normal,Good
2023-01-03 08:00:00,40.52654775061558,-73.66571283820033,8.54,5.22,3.17,13.08,449.79,2.74,0.03,1.86,0.88,festival,Good
2023-01-03 09:00:00,40.55879485872574,-73.56744276921182,6.75,5.17,4.47,12.08,345.84,0.84,0.02,0.78,11.33,festival,Good
2023-01-03 10:00:00,40.51356818667316,-73.64196932781915,6.97,3.64,4.14,19.29,444.95,2.04,0.04,1.09,6.83,normal,Good
2023-01-03 11:00:00,40.59759909922898,-73.70498486339244,8.15,8.77,0.33,17.13,705.32,0.69,0.03,3.77,9.31,industrial_discharge,Good
2023-01-03 12:00:00,40.61660318690684,-73.72255254970246,6.76,6.82,1.35,14.92,556.19,0.38,0.2,0.32,17.91,normal,Good
2023-01-03 13:00:00,40.581404709532165,-73.78867580490977,6.06,5.47,0.92,8.93,271.89,0.02,0.03,1.94,22.67,normal,Good
2023-01-03 14:00:00,40.74862125274558,-73.62504145143508,6.67,6.83,2.32,10.16,519.51,10.45,0.2,0.52,0.08,normal,Good
2023-01-03 15:00:00,40.607025998008076,-73.73101157537968,8.1,5.25,0.19,15.88,691.07,0.5,0.06,0.95,15.38,industrial_discharge,Good
2023-01-03 16:00:00,40.58428035290621,-73.75555982339509,7.06,2.49,4.31,16.12,614.2,3.57,0.06,0.01,1.6,industrial_discharge,Moderate
2023-01-03 17:00:00,40.662808824947476,-73.6038510108517,8.54,10.94,0.34,14.92,693.02,3.45,0.46,6.97,1.35,normal,Good
2023-01-03 18:00:00,40.54227726749243,-73.59563722265354,7.59,6.78,0.95,18.32,276.72,0.54,0.05,0.23,19.16,normal,Good
2023-01-03 19:00:00,40.74065909422621,-73.5743535323227,6.48,5.62,4.58,8.89,518.87,1.07,0.4,2.88,22.66,normal,Good
2023-01-03 20:00:00,40.52236519310393,-73.64892693109842,7.04,3.6,0.16,16.52,447.76,3.62,0.07,1.65,4.03,normal,Good
2023-01-03 21:00:00,40.796066080980154,-73.53178361843884,6.32,4.26,3.24,16.24,589.25,2.34,0.95,3.52,0.51,normal,Good
2023-01-03 22:00:00,40.731673430788994,-73.51909717398053,6.47,8.98,7.75,10.21,372.63,0.92,0.79,1.45,13.45,industrial_discharge,Good
2023-01-03 23:00:00,40.55961470446025,-73.55778871806226,10.0,8.75,2.88,11.98,370.01,5.96,0.35,8.32,14.98,industrial_discharge,Moderate
2023-01-04 00:00:00,40.50165663513708,-73.60932195539755,7.81,7.63,3.74,18.47,499.54,0.84,0.41,1.87,1.88,normal,Good
2023-01-04 01:00:00,40.74463842853645,-73.70888371392265,7.69,4.83,4.71,9.31,361.74,0.48,0.35,1.92,32.47,heavy_rainfall,Good
2023-01-04 02:00:00,40.71205720315428,-73.50511652351393,6.5,8.76,0.75,27.32,538.91,0.32,0.2,5.07,12.31,normal,Good
2023-01-04 03:00:00,40.71870215041229,-73.71775914984242,8.26,7.17,2.61,17.78,194.13,2.42,0.33,0.6,4.74,normal,Good
2023-01-04 04:00:00,40.731381104005784,-73.73920292340287,7.88,7.48,1.11,14.71,676.36,0.06,0.2,0.9,4.83,normal,Good
2023-01-04 05:00:00,40.522213395520225,-73.66735376586402,8.51,7.17,0.86,13.74,100.0,3.74,0.37,2.19,3.32,normal,Good
2023-01-04 06:00:00,40.60753971856328,-73.78294782878628,8.47,4.24,0.64,18.94,635.71,0.73,0.55,0.3,10.87,normal,Good
2023-01-04 07:00:00,40.53476071785754,-73.50645166059846,5.82,4.7,2.64,12.94,412.86,0.92,0.28,3.32,7.72,normal,Good
2023-01-04 08:00:00,40.75893102776268,-73.62346993307507,6.11,5.73,4.75,13.15,282.57,3.24,0.67,1.79,12.13,normal,Good
2023-01-04 09:00:00,40.686989438048265,-73.63291437250075,6.2,7.47,6.26,22.26,525.5,3.37,0.12,2.81,6.16,heavy_rainfall,Good
2023-01-04 10:00:00,40.59926940745579,-73.60326111603008,6.24,4.43,1.68,12.64,632.84,1.02,0.52,9.26,0.43,normal,Good
2023-01-04 11:00:00,40.51906750508581,-73.65089290566684,7.26,6.24,1.4,15.68,673.78,1.61,0.05,7.53,16.69,normal,Good
2023-01-04 12:00:00,40.5932946965147,-73.79038094487163,6.55,6.24,3.49,11.2,668.87,2.27,0.01,1.19,4.82,normal,Good
2023-01-04 13:00:00,40.597554996608025,-73.61630661334787,8.66,7.69,4.55,16.3,371.23,2.33,0.03,0.66,10.42,normal,Good
2023-01-04 14:00:00,40.718881853501415,-73.58514783691307,8.52,7.51,0.88,17.9,530.73,1.53,0.03,2.01,2.32,heavy_rainfall,Good
2023-01-04 15:00:00,40.691267241406564,-73.67497528181278,6.99,4.98,1.06,23.41,233.29,3.72,0.35,2.49,2.38,festival,Good
2023-01-04 16:00:00,40.766163822772896,-73.57281132837865,8.56,8.67,2.29,10.31,511.89,3.68,0.1,0.7,3.64,festival,Good
2023-01-04 17:00:00,40.64166447754858,-73.73189961019847,8.19,4.76,1.76,7.76,550.72,3.78,0.05,0.66,3.37,normal,Good
2023-01-04 18:00:00,40.53587827378149,-73.73361702268014,6.64,8.14,3.67,13.67,443.73,0.62,0.33,0.48,2.62,normal,Good
2023-01-04 19:00:00,40.713973436166896,-73.75157490369372,5.39,5.67,2.11,11.91,224.65,0.59,0.05,4.8,3.09,industrial_discharge,Good
2023-01-04 20:00:00,40.728235514585066,-73.68840157206326,6.83,6.75,0.35,14.92,410.92,0.3,0.02,0.21,1.2,festival,Good
2023-01-04 21:00:00,40.668383159270846,-73.54589638938327,6.48,6.84,0.54,17.61,786.1,3.5,0.13,0.57,0.1,heavy_rainfall,Good
2023-01-04 22:00:00,40.731290153986365,-73.55162638135528,7.17,6.8,6.97,26.33,558.65,0.13,0.01,1.96,29.95,normal,Good
2023-01-04 23:00:00,40.64813867890932,-73.68515273761095,7.07,7.51,0.77,12.74,427.3,0.29,0.07,1.26,0.62,normal,Good
2023-01-05 00:00:00,40.6568198488146,-73.62326437920593,7.05,7.09,0.15,3.95,476.12,5.21,0.24,0.26,3.5,normal,Good
2023-01-05 01:00:00,40.62826230550756,-73.58375510505752,7.42,7.68,3.94,13.81,557.69,0.27,0.09,0.68,14.43,normal,Good
2023-01-05 02:00:00,40.50762573802323,-73.72763796761159,6.03,7.2,3.46,16.75,267.62,0.26,0.02,1.05,0.03,normal,Good
2023-01-05 03:00:00,40.53236742809799,-73.74955767423157,7.33,4.6,2.75,10.15,275.41,4.8,0.1,6.37,12.11,normal,Good
2023-01-05 04:00:00,40.50942875570602,-73.5083712020363,6.65,6.9,2.09,16.17,389.57,0.74,0.14,1.01,4.36,normal,Good
2023-01-05 05:00:00,40.69092312337913,-73.61473280603711,7.16,5.65,10.48,15.69,423.3,4.26,0.06,0.25,1.92,festival,Good
2023-01-05 06:00:00,40.5943067943229,-73.5055752834499,7.77,4.84,0.38,16.3,769.09,0.95,0.04,7.18,1.31,normal,Good
2023-01-05 07:00:00,40.65257120734941,-73.69867320386032,6.02,6.07,2.14,18.96,510.6,0.94,0.29,1.14,14.41,industrial_discharge,Good
2023-01-05 08:00:00,40.77226994217783,-73.58909049000776,6.77,6.77,2.49,14.59,422.46,0.29,0.01,0.3,2.71,normal,Good
2023-01-05 09:00:00,40.57478766874466,-73.73321890903763,6.91,6.87,0.07,17.74,508.48,5.02,0.63,1.89,5.15,normal,Good
2023-01-05 10:00:00,40.62311487691069,-73.72163994861782,6.59,8.08,1.59,6.01,196.27,2.87,0.0,3.31,3.54,normal,Good
2023-01-05 11:00:00,40.726665341562914,-73.6464293636191,7.72,8.46,4.58,10.19,364.39,0.51,0.21,2.48,16.18,normal,Good
2023-01-05 12:00:00,40.568639449647485,-73.70411456234757,6.42,7.0,1.91,13.29,387.73,2.6,0.03,0.75,1.24,normal,Good
2023-01-05 13:00:00,40.52309397294864,-73.74971353084783,6.56,7.28,6.25,9.97,346.92,0.22,0.16,0.55,32.96,normal,Good
2023-01-05 14:00:00,40.58692543587413,-73.7211357894032,6.43,6.64,3.11,15.03,685.17,1.48,0.04,4.29,0.15,normal,Good
2023-01-05 15:00:00,40.5483663861762,-73.78927548166024,7.87,7.65,4.36,13.28,599.01,0.59,0.01,0.43,1.78,normal,Good
2023-01-05 16:00:00,40.77890929570277,-73.58867291355675,6.61,7.23,4.9,12.72,318.42,3.8,0.39,2.83,5.13,normal,Good
2023-01-05 17:00:00,40.742436113869324,-73.65236500287423,7.37,6.42,3.51,19.42,309.97,1.43,0.11,0.05,1.53,heavy_rainfall,Good
2023-01-05 18:00:00,40.69002112695313,-73.77172708007863,8.58,9.73,4.15,15.42,311.09,5.08,0.06,1.09,2.29,festival,Good
2023-01-05 19:00:00,40.76143817705631,-73.74849180206145,6.94,5.68,3.57,9.58,471.99,1.76,0.59,8.39,34.9,normal,Good
2023-01-05 20:00:00,40.74110162306973,-73.7692396385662,7.89,8.68,2.4,11.98,530.02,1.4,0.02,2.01,7.58,heavy_rainfall,Good
2023-01-05 21:00:00,40.55597101766581,-73.61622215751724,8.34,4.47,2.51,18.77,562.42,2.37,0.09,0.74,0.37,festival,Good
2023-01-05 22:00:00,40.767767699546994,-73.77173689091624,7.82,7.72,0.63,16.0,347.84,3.06,0.04,2.41,5.17,normal,Good
2023-01-05 23:00:00,40.661802672574694,-73.57371530008943,6.99,8.65,5.27,20.98,473.25,0.03,0.95,0.87,6.97,heavy_rainfall,Good
2023-01-06 00:00:00,40.74223204654922,-73.79384672420387,7.51,3.64,1.12,19.23,491.62,1.48,0.16,5.59,3.2,normal,Good
2023-01-06 01:00:00,40.76882738997705,-73.72518726360123,5.97,6.71,2.3,13.05,679.54,2.99,0.33,0.54,17.49,normal,Good
2023-01-06 02:00:00,40.59540104249156,-73.53279999723243,6.38,7.57,0.86,22.18,616.13,1.05,0.04,0.77,13.28,heavy_rainfall,Good
2023-01-06 03:00:00,40.533015577358306,-73.58444060456333,6.52,6.88,3.57,22.59,284.71,0.09,0.07,2.33,4.14,industrial_discharge,Good
2023-01-06 04:00:00,40.56838054876258,-73.7781095001223,8.79,7.07,11.09,6.07,217.44,0.04,0.19,3.17,11.33,normal,Good
2023-01-06 05:00:00,40.628132336587875,-73.55366216865444,6.35,6.7,4.86,15.16,483.35,3.16,0.04,1.72,6.02,normal,Good
2023-01-06 06:00:00,40.74540442977675,-73.65208946353793,6.34,4.86,2.9,12.25,404.42,0.44,0.14,0.68,13.42,normal,Good
2023-01-06 07:00:00,40.7582191749769,-73.54596509184935,6.16,10.05,2.51,13.7,355.86,0.38,0.54,1.7,5.36,festival,Good
2023-01-06 08:00:00,40.502085639159354,-73.61977806766488,7.45,5.74,2.02,10.92,386.54,0.68,0.53,0.49,0.95,heavy_rainfall,Good
2023-01-06 09:00:00,40.653224190773265,-73.59545009039014,7.11,7.15,0.69,10.29,586.93,0.22,0.09,0.12,2.97,festival,Good
2023-01-06 10:00:00,40.62522330094463,-73.5019495318813,7.87,5.53,1.28,19.51,274.45,0.11,0.15,5.04,7.82,normal,Good
2023-01-06 11:00:00,40.566632343141215,-73.7302993362228,7.54,3.09,1.56,9.16,777.25,4.12,0.04,1.31,25.46,heavy_rainfall,Moderate
2023-01-06 12:00:00,40.5359596102001,-73.61281632757158,5.9,5.11,8.68,15.47,392.37,0.72,0.77,1.31,17.08,normal,Good
2023-01-06 13:00:00,40.60128455142109,-73.66190358298277,6.35,4.33,1.66,8.25,594.88,1.75,0.15,2.73,14.63,normal,Good
2023-01-06 14:00:00,40.782872911173754,-73.78816441412319,8.09,8.14,2.65,21.35,399.64,3.9,0.05,1.64,6.33,heavy_rainfall,Good
2023-01-06 15:00:00,40.59696087960623,-73.79565880754913,6.84,5.59,7.67,15.15,272.26,7.58,0.37,1.21,1.66,normal,Good
2023-01-06 16:00:00,40.65563718652301,-73.76423142665465,7.95,5.73,2.19,18.73,478.11,2.33,0.11,3.17,0.15,festival,Good
2023-01-06 17:00:00,40.71090568766855,-73.60527247783844,6.88,4.9,0.87,15.98,311.9,6.0,0.2,1.29,3.47,festival,Good
2023-01-06 18:00:00,40.609088880713784,-73.62985107362599,6.23,6.64,1.44,13.73,522.06,1.1,0.37,4.88,11.68,normal,Good
2023-01-06 19:00:00,40.791534624816286,-73.63397113165088,6.76,5.43,1.41,15.34,496.22,3.12,0.07,0.73,2.31,normal,Good
2023-01-06 20:00:00,40.78873418848263,-73.79044297124152,6.23,7.99,3.76,22.54,395.81,5.55,0.17,0.07,2.76,normal,Good
2023-01-06 21:00:00,40.57553468874761,-73.659209101092,6.55,6.95,1.05,10.51,522.72,0.11,0.01,0.32,1.02,normal,Good
2023-01-06 22:00:00,40.649174551767715,-73.52261315464725,7.16,5.64,3.93,2.25,655.83,0.76,0.05,3.42,9.88,normal,Good
2023-01-06 23:00:00,40.59026349294503,-73.6807224392068,7.41,7.78,6.6,11.07,483.51,2.7,0.03,5.21,2.7,normal,Good
2023-01-07 00:00:00,40.58545214831324,-73.61252325906347,5.73,6.51,1.23,8.95,390.72,0.76,0.21,0.16,7.92,normal,Good
2023-01-07 01:00:00,40.51106608420636,-73.56605439731305,6.99,6.53,0.44,19.84,559.99,0.03,0.06,4.79,5.94,festival,Good
2023-01-07 02:00:00,40.682869300193964,-73.56482241625743,6.53,4.31,3.05,14.12,566.24,3.29,0.29,5.75,39.31,normal,Good
2023-01-07 03:00:00,40.65080370696866,-73.64421597528141,6.48,6.39,1.34,19.14,457.26,0.36,0.29,2.81,23.4,normal,Good
2023-01-07 04:00:00,40.515443625375,-73.5426144163793,7.11,6.98,2.29,15.16,706.02,0.77,0.31,2.86,4.01,festival,Good
2023-01-07 05:00:00,40.58359393927098,-73.68258657199087,6.56,8.5,3.02,15.04,455.07,4.83,0.03,0.0,12.96,industrial_discharge,Good
2023-01-07 06:00:00,40.772479765789996,-73.53339203556456,8.11,5.37,1.57,15.82,723.19,0.47,0.15,0.5,4.18,heavy_rainfall,Good
2023-01-07 07:00:00,40.57186856720009,-73.72793185008133,7.95,9.92,7.76,22.4,401.79,4.5,0.23,0.48,2.52,normal,Good
2023-01-07 08:00:00,40.54346846162737,-73.71593507790283,7.95,7.34,1.53,15.93,627.56,1.1,0.08,1.74,0.12,normal,Good
2023-01-07 09:00:00,40.64683582808327,-73.7840638127403,6.6,4.22,1.1,20.55,467.03,5.01,0.06,2.14,10.15,heavy_rainfall,Good
2023-01-07 10:00:00,40.79569513623318,-73.56132544903731,6.23,5.23,6.51,20.23,540.28,4.19,0.25,4.64,2.63,normal,Good
2023-01-07 11:00:00,40.57261658145345,-73.67488342913019,7.07,8.63,0.44,14.18,196.07,1.07,0.09,1.34,5.24,normal,Good
2023-01-07 12:00:00,40.70164066422176,-73.73126501582658,6.88,8.36,0.4,14.63,825.31,5.1,0.06,1.39,1.45,normal,Good
2023-01-07 13:00:00,40.72848588459861,-73.73046291671503,6.51,6.53,8.23,13.11,547.54,2.0,0.17,0.11,0.54,festival,Good
2023-01-07 14:00:00,40.57129126319772,-73.52958001763123,6.06,6.72,0.7,21.42,652.51,1.29,0.19,11.93,11.01,normal,Good
2023-01-07 15:00:00,40.718464904583556,-73.54982501986169,6.97,4.75,0.48,10.29,293.35,1.51,0.3,5.82,2.78,normal,Good
2023-01-07 16:00:00,40.61033493981577,-73.63394073439284,6.68,8.48,2.3,11.39,525.74,0.13,0.01,0.15,2.35,normal,Good
2023-01-07 17:00:00,40.689691749178074,-73.61516675987528,7.55,5.02,0.14,13.62,473.09,3.3,0.04,1.63,2.4,industrial_discharge,Good
2023-01-07 18:00:00,40.69005891322826,-73.65770232883492,7.53,7.77,2.9,9.26,341.36,0.69,0.3,0.85,0.88,normal,Good
2023-01-07 19:00:00,40.660732405222426,-73.68250003713635,7.88,8.53,1.81,12.04,692.79,0.63,0.15,1.12,0.26,normal,Good
2023-01-07 20:00:00,40.52708693101632,-73.5253569356345,5.99,6.57,3.07,20.68,521.94,2.51,0.33,2.11,1.65,normal,Good
2023-01-07 21:00:00,40.75059074867677,-73.76231618894391,7.32,7.95,1.0,18.26,491.88,0.93,0.12,1.09,12.89,normal,Good
2023-01-07 22:00:00,40.59623401949152,-73.67446596308513,6.42,9.27,7.08,12.9,593.71,1.44,0.12,1.37,31.66,normal,Good
2023-01-07 23:00:00,40.55595555311996,-73.69663142760363,6.02,6.9,0.95,19.01,371.8,1.09,0.09,0.64,5.78,normal,Good
2023-01-08 00:00:00,40.51223254246643,-73.65055478392465,6.66,6.24,3.04,25.41,524.19,1.4,0.24,0.17,13.1,normal,Good
2023-01-08 01:00:00,40.67726788295647,-73.66271043763645,7.85,6.4,8.71,16.57,513.53,0.5,0.18,2.81,2.36,festival,Good
2023-01-08 02:00:00,40.703269308552684,-73.64433314050467,6.7,5.39,1.54,22.1,520.12,4.32,0.1,0.95,9.22,industrial_discharge,Good
2023-01-08 03:00:00,40.504976348678355,-73.7580243068319,8.25,5.35,0.53,19.26,654.1,1.88,0.04,4.35,17.73,normal,Good
2023-01-08 04:00:00,40.653627917489786,-73.64605754954601,7.44,7.16,0.21,13.53,436.33,0.53,0.0,5.8,7.68,heavy_rainfall,Good
2023-01-08 05:00:00,40.56794873255938,-73.72727435583383,6.68,6.25,9.89,15.99,420.5,0.19,0.02,0.18,9.67,normal,Good
2023-01-08 06:00:00,40.69355183712283,-73.74470059530354,7.93,6.99,4.33,17.63,407.84,1.53,0.02,2.31,0.85,normal,Good
2023-01-08 07:00:00,40.5523099287015,-73.78054973436414,7.36,4.27,7.54,11.28,401.64,1.26,0.17,3.43,3.54,normal,Good
2023-01-08 08:00:00,40.707281321430735,-73.57120423237316,6.25,6.36,3.6,2.0,665.35,5.39,0.28,2.08,0.25,heavy_rainfall,Good
2023-01-08 09:00:00,40.61602060389016,-73.67176742374303,8.49,8.05,1.26,10.83,489.4,0.52,0.12,0.8,1.45,normal,Good
2023-01-08 10:00:00,40.781018996621015,-73.61200689500647,7.21,4.82,0.39,4.21,653.42,4.27,0.11,0.67,2.83,normal,Good
2023-01-08 11:00:00,40.5412562832438,-73.58172199700857,7.02,6.52,7.95,11.24,540.65,2.91,0.03,1.24,24.51,heavy_rainfall,Good
2023-01-08 12:00:00,40.60231990531508,-73.59620500040593,6.32,3.72,2.02,6.46,368.88,1.29,0.46,0.6,0.33,normal,Good
2023-01-08 13:00:00,40.53404205637218,-73.65884978427309,7.94,4.54,1.52,19.4,273.96,4.14,0.27,4.52,4.81,industrial_discharge,Good
2023-01-08 14:00:00,40.777408085483565,-73.68363044131448,7.41,7.71,2.59,9.09,282.2,3.96,0.11,0.1,11.81,industrial_discharge,Good
2023-01-08 15:00:00,40.763201806014294,-73.6872120271078,7.5,6.04,0.34,17.72,366.37,2.51,0.02,0.24,5.66,festival,Good
2023-01-08 16:00:00,40.57738248831455,-73.60798536092098,6.59,9.23,1.11,18.83,652.96,0.21,0.37,1.87,7.06,industrial_discharge,Good
2023-01-08 17:00:00,40.69799521381025,-73.65156169351744,7.67,7.15,3.05,18.51,695.12,0.35,0.04,2.15,21.68,normal,Good
2023-01-08 18:00:00,40.74516666006036,-73.54526032560345,7.73,7.3,0.32,5.66,513.94,1.79,0.22,2.66,8.43,festival,Good
2023-01-08 19:00:00,40.666560243479836,-73.53758940470199,6.46,4.89,0.44,20.61,639.04,0.56,0.08,0.64,11.33,festival,Good
2023-01-08 20:00:00,40.6588951735068,-73.74883188659804,5.87,5.92,2.14,17.1,416.75,1.6,0.39,0.7,0.32,normal,Good
